"","token","tag","pos","category","funct","case","pers","num","gender","tense","mode"
"14778","sagen","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"14779",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"14780","wofür","PROADV.Inter","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"14781","Sie","PRO.Pers.Subst.3.Nom.Pl.*","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"14782","mich","PRO.Pers.Subst.1.Acc.Sg.*","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"14783","halten","VFIN.Full.3.Pl.Pres.Ind","VFIN","Full",NA,NA,"3","Pl",NA,"Pres","Ind"
"14784","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"14785","eine","ART.Indef.Nom.Sg.Fem","ART","Indef",NA,"Nom",NA,"Sg","Fem",NA,NA
"14786","einzige","ADJA.Pos.Nom.Sg.Fem","ADJA","Pos",NA,"Nom",NA,"Sg","Fem",NA,NA
"14787","Vorstellung","N.Reg.Nom.Sg.Fem","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"14788","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14789","Der","ART.Def.Nom.Sg.Masc","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"14790","Tod","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"14791","des","ART.Def.Gen.Sg.Masc","ART","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"14792","Grafen","N.Reg.Gen.Sg.Masc","N","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"14793","ist","VFIN.Sein.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"14794","mir","PRO.Pers.Subst.1.Dat.Sg.*","PRO","Pers","Subst","Dat","1","Sg",NA,NA,NA
"14795","nichts","PRO.Indef.Subst.-.*.*.Neut","PRO","Indef","Subst",NA,NA,NA,"Neut",NA,NA
"14796","weniger","PRO.Indef.Subst.-.*.*.*","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"14797",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"14798","als","CONJ.Comp.-","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"14799","gleichgültig","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"14800",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14801","Ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"14802","hatte","VFIN.Haben.1.Sg.Past.Ind","VFIN",NA,NA,NA,"1","Sg",NA,"Past","Ind"
"14803","ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","PRO","Pers","Subst","Acc","3","Sg","Masc",NA,NA
"14804","ausgefodert","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"14805",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14806","er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"14807","war","VFIN.Sein.3.Sg.Past.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Past","Ind"
"14808","mir","PRO.Pers.Subst.1.Dat.Sg.*","PRO","Pers","Subst","Dat","1","Sg",NA,NA,NA
"14809","Genugtuung","N.Reg.Nom.Sg.Fem","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"14810","schuldig","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"14811",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14812","er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"14813","ist","VFIN.Sein.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"14814","ohne","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"14815","diese","PRO.Dem.Attr.-.Acc.Sg.Fem","PRO","Dem","Attr","Acc",NA,"Sg","Fem",NA,NA
"14816","aus","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"14817","der","ART.Def.Dat.Sg.Fem","ART","Def",NA,"Dat",NA,"Sg","Fem",NA,NA
"14818","Welt","N.Reg.Dat.Sg.Fem","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"14819","gegangen","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"14820",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14821","und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"14822","meine","PRO.Poss.Attr.-.Acc.Sg.Fem","PRO","Poss","Attr","Acc",NA,"Sg","Fem",NA,NA
"14823","Ehre","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"14824","bleibt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"14825","beleidiget","VFIN.Full.2.Pl.Pres.Subj","VFIN","Full",NA,NA,"2","Pl",NA,"Pres","Subj"
"14826",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14827","Gesetzt","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"14828",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"14829","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"14830","verdiente","VFIN.Full.1.Sg.Past.Ind","VFIN","Full",NA,NA,"1","Sg",NA,"Past","Ind"
"14831","unter","APPR.Unter","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"14832","jeden","PRO.Indef.Subst.-.Dat.Sg.*","PRO","Indef","Subst","Dat",NA,"Sg",NA,NA,NA
"14833","andern","ADJA.Pos.Dat.Pl.Masc","ADJA","Pos",NA,"Dat",NA,"Pl","Masc",NA,NA
"14834","Umständen","N.Reg.Dat.Pl.Masc","N","Reg",NA,"Dat",NA,"Pl","Masc",NA,NA
"14835","den","ART.Def.Acc.Sg.Masc","ART","Def",NA,"Acc",NA,"Sg","Masc",NA,NA
"14836","Verdacht","N.Reg.Acc.Sg.Masc","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"14837",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"14838","den","PRO.Rel.Subst.-.Acc.Sg.Masc","PRO","Rel","Subst","Acc",NA,"Sg","Masc",NA,NA
"14839","Sie","PRO.Pers.Subst.3.Nom.Pl.*","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"14840","gegen","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"14841","mich","PRO.Pers.Subst.1.Acc.Sg.*","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"14842","hegen","VFIN.Full.3.Pl.Pres.Ind","VFIN","Full",NA,NA,"3","Pl",NA,"Pres","Ind"
"14843",":","SYM.Pun.Colon","SYM","Pun",NA,NA,NA,NA,NA,NA,NA
"14844","aber","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14845","auch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14846","unter","APPR.Unter","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"14847","diesen","PRO.Dem.Subst.-.Dat.Pl.*","PRO","Dem","Subst","Dat",NA,"Pl",NA,NA,NA
"14848","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14849","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"14850","Wer","PRO.Inter.Subst.-.Nom.Sg.*","PRO","Inter","Subst","Nom",NA,"Sg",NA,NA,NA
"14851","das","PRO.Dem.Subst.-.Acc.Sg.Neut","PRO","Dem","Subst","Acc",NA,"Sg","Neut",NA,NA
"14852","von","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"14853","mir","PRO.Pers.Subst.1.Dat.Sg.*","PRO","Pers","Subst","Dat","1","Sg",NA,NA,NA
"14854","denken","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"14855","kann","VFIN.Mod.3.Sg.Pres.Ind","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"14856","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14857","–","N.Name.Dat.Sg.*","N","Name",NA,"Dat",NA,"Sg",NA,NA,NA
"14858","Nun","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14859","gut","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"14860",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"14861","nun","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14862","gut","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"14863","–","TRUNC.Noun","TRUNC","Noun",NA,NA,NA,NA,NA,NA,NA
"14864","Daß","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"14865","er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"14866","noch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14867","lebte","VFIN.Full.3.Sg.Past.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Past","Ind"
"14868","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14869","O","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"14870","daß","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"14871","er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"14872","noch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14873","lebte","VFIN.Full.3.Sg.Past.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Past","Ind"
"14874","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14875","Alles","PRO.Indef.Subst.-.Nom.Sg.Neut","PRO","Indef","Subst","Nom",NA,"Sg","Neut",NA,NA
"14876",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"14877","alles","PRO.Indef.Subst.-.Nom.Sg.Neut","PRO","Indef","Subst","Nom",NA,"Sg","Neut",NA,NA
"14878","in","APPR.In","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"14879","der","ART.Def.Dat.Sg.Fem","ART","Def",NA,"Dat",NA,"Sg","Fem",NA,NA
"14880","Welt","N.Reg.Dat.Sg.Fem","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"14881","wollte","VFIN.Mod.1.Sg.Past.Ind","VFIN","Mod",NA,NA,"1","Sg",NA,"Past","Ind"
"14882","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"14883","darum","PROADV.Dem","PROADV","Dem",NA,NA,NA,NA,NA,NA,NA
"14884","geben","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"14885","–","FM","FM",NA,NA,NA,NA,NA,NA,NA,NA
"14886","selbst","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14887","die","ART.Def.Acc.Sg.Fem","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"14888","Gnade","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"14889","meines","PRO.Poss.Attr.-.Gen.Sg.Masc","PRO","Gen","Attr","Gen",NA,"Sg","Masc",NA,NA
"14890","Prinzen","N.Reg.Gen.Sg.Masc","N","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"14891",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"14892","–","TRUNC.Noun","TRUNC","Noun",NA,NA,NA,NA,NA,NA,NA
"14893","diese","PRO.Dem.Attr.-.Acc.Sg.Fem","PRO","Dem","Attr","Acc",NA,"Sg","Fem",NA,NA
"14894","unschätzbare","ADJA.Pos.Acc.Sg.Fem","ADJA","Pos",NA,"Acc",NA,"Sg","Fem",NA,NA
"14895",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"14896","nie","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14897","zu","PART.Zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"14898","verscherzende","ADJA.Pos.Acc.Sg.Fem","ADJA","Pos",NA,"Acc",NA,"Sg","Fem",NA,NA
"14899","Gnade","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"14900","–","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"14901","wollt","VFIN.Mod.2.Pl.Pres.Ind","VFIN","Mod",NA,NA,"2","Pl",NA,"Pres","Ind"
"14902","'","SYM.Quot.Right","SYM",NA,"Right",NA,NA,NA,NA,NA,NA
"14903","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"14904","drum","PROADV.Dem","PROADV","Dem",NA,NA,NA,NA,NA,NA,NA
"14905","geben","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"14906","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14907","Ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"14908","verstehe","VFIN.Full.1.Sg.Pres.Ind","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"14909",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14910","–","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"14911","Nun","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14912","gut","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"14913",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"14914","nun","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14915","gut","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"14916",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14917","Sein","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"14918","Tod","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"14919","war","VFIN.Sein.3.Sg.Past.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Past","Ind"
"14920","Zufall","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"14921",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"14922","bloßer","ADJA.Pos.Nom.Sg.Masc","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"14923","Zufall","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"14924",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14925","Sie","PRO.Pers.Subst.3.Nom.Pl.*","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"14926","versichern","VFIN.Full.3.Pl.Pres.Ind","VFIN","Full",NA,NA,"3","Pl",NA,"Pres","Ind"
"14927","es","PRO.Pers.Subst.3.Acc.Sg.Neut","PRO","Pers","Subst","Acc","3","Sg","Neut",NA,NA
"14928",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14929","und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"14930","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"14931",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"14932","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"14933","glaub","VIMP.Full.2.Sg","VIMP","Full",NA,NA,"2","Sg",NA,NA,NA
"14934","'","SYM.Quot.Right","SYM",NA,"Right",NA,NA,NA,NA,NA,NA
"14935","es","PRO.Pers.Subst.3.Nom.Sg.Neut","PRO","Pers","Subst","Nom","3","Sg","Neut",NA,NA
"14936",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14937","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"14938","Aber","CONJ.Coord.Aber","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"14939","wer","PRO.Inter.Subst.-.Nom.Sg.Masc","PRO","Inter","Subst","Nom",NA,"Sg","Masc",NA,NA
"14940","mehr","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14941","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14942","Wer","PRO.Inter.Subst.-.Nom.Sg.Masc","PRO","Inter","Subst","Nom",NA,"Sg","Masc",NA,NA
"14943","wird","VFIN.Aux.3.Sg.Pres.Ind","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"14944","es","PRO.Pers.Subst.3.Acc.Sg.Neut","PRO","Pers","Subst","Acc","3","Sg","Neut",NA,NA
"14945","mehr","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14946","glauben","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"14947","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14948","Auch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14949","der","ART.Def.Nom.Sg.Masc","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"14950","Vater","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"14951","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14952","Auch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14953","die","ART.Def.Nom.Sg.Fem","ART","Def",NA,"Nom",NA,"Sg","Fem",NA,NA
"14954","Mutter","N.Reg.Nom.Sg.Fem","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"14955","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14956","Auch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14957","Emilia","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"14958","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14959","–","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"14960","Auch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14961","die","ART.Def.Acc.Sg.Fem","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"14962","Welt","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"14963","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14964","Schwerlich","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"14965",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14966","Und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"14967","wenn","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"14968","man","PRO.Indef.Subst.-.Nom.Sg.*","PRO","Indef","Subst","Nom",NA,"Sg",NA,NA,NA
"14969","es","PRO.Pers.Subst.3.Acc.Sg.Neut","PRO","Pers","Subst","Acc","3","Sg","Neut",NA,NA
"14970","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"14971","glaubt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"14972",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"14973","was","PRO.Inter.Subst.-.Acc.Sg.Neut","PRO","Inter","Subst","Acc",NA,"Sg","Neut",NA,NA
"14974","wird","VFIN.Aux.3.Sg.Pres.Ind","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"14975","man","PRO.Indef.Subst.-.Nom.Sg.*","PRO","Indef","Subst","Nom",NA,"Sg",NA,NA,NA
"14976","denn","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"14977","glauben","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"14978","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14979","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"14980","Sie","PRO.Pers.Subst.3.Nom.Pl.*","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"14981","zucken","VFIN.Full.3.Pl.Pres.Ind","VFIN","Full",NA,NA,"3","Pl",NA,"Pres","Ind"
"14982","die","ART.Def.Acc.Sg.Fem","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"14983","Achsel","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"14984","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"14985","–","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"14986","Ihren","PRO.Poss.Attr.-.Acc.Sg.Masc","PRO","Poss","Attr","Acc",NA,"Sg","Masc",NA,NA
"14987","Angelo","N.Name.Acc.Sg.Masc","N","Name",NA,"Acc",NA,"Sg","Masc",NA,NA
"14988","wird","VFIN.Aux.3.Sg.Pres.Ind","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"14989","man","PRO.Indef.Subst.-.Nom.Sg.*","PRO","Indef","Subst","Nom",NA,"Sg",NA,NA,NA
"14990","für","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"14991","das","ART.Def.Acc.Sg.Neut","ART","Def",NA,"Acc",NA,"Sg","Neut",NA,NA
"14992","Werkzeug","N.Reg.Acc.Sg.Neut","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"14993",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"14994","und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"14995","mich","PRO.Pers.Subst.1.Acc.Sg.*","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"14996","für","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"14997","den","ART.Def.Acc.Sg.Masc","ART","Def",NA,"Acc",NA,"Sg","Masc",NA,NA
"14998","Täter","N.Reg.Acc.Sg.Masc","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"14999","halten","VFIN.Full.1.Pl.Pres.Ind","VFIN","Full",NA,NA,"1","Pl",NA,"Pres","Ind"
"15000","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15001","Wahrscheinlich","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"15002","genug","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15003",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15004","Mich","PRO.Pers.Subst.1.Acc.Sg.*","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"15005","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15006","mich","PRO.Refl.Subst.1.Acc.Sg.*","PRO","Refl","Subst","Acc","1","Sg",NA,NA,NA
"15007","selbst","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15008","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15009","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15010","Oder","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"15011","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"15012","muß","VFIN.Mod.1.Sg.Pres.Ind","VFIN","Mod",NA,NA,"1","Sg",NA,"Pres","Ind"
"15013","von","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"15014","Stund","N.Reg.Dat.Sg.Masc","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"15015","an","APZR","APZR",NA,NA,NA,NA,NA,NA,NA,NA
"15016","alle","PRO.Indef.Attr.-.Acc.Sg.Fem","PRO","Indef","Attr","Acc",NA,"Sg","Fem",NA,NA
"15017","Absicht","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"15018","auf","APPR.Auf","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"15019","Emilien","N.Reg.Dat.Pl.Fem","N","Reg",NA,"Dat",NA,"Pl","Fem",NA,NA
"15020","aufgeben","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"15021","–","FM","FM",NA,NA,NA,NA,NA,NA,NA,NA
"15022","Was","PRO.Inter.Subst.-.Acc.Sg.Neut","PRO","Inter","Subst","Acc",NA,"Sg","Neut",NA,NA
"15023","Sie","PRO.Pers.Subst.3.Nom.Pl.*","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"15024","auch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15025","gemußt","VPP.Mod.Psp","VPP","Mod","Psp",NA,NA,NA,NA,NA,NA
"15026","hätten","VFIN.Haben.3.Pl.Past.Subj","VFIN",NA,NA,NA,"3","Pl",NA,"Past","Subj"
"15027","–","TRUNC.Noun","TRUNC","Noun",NA,NA,NA,NA,NA,NA,NA
"15028","wenn","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"15029","der","ART.Def.Nom.Sg.Masc","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"15030","Graf","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"15031","noch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15032","lebte","VFIN.Full.3.Sg.Past.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Past","Ind"
"15033",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15034","–","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"15035","Marinelli","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"15036","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15037","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15038","Doch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
