"participant","itemId","regionId","roiRelPosition","elapsedTime","timeInterval","keyCode","string","setName","groupName","tag1","tag2"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","EM10","EM10_feedback",NA,48324,203,"KBD:32","Gut.","all","EM","RUB","10EM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem17","fillerem17_fixation",NA,48538,214,"KBD:32","X","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem17","fillerem17_0",NA,48763,225,"KBD:32","Esra wollte ihren ehemaligen Arbeitgeber vor Gericht in Frikassee verwandeln.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem17","fillerem17_1",NA,48977,214,"KBD:32"," Doch sie wusste nicht, dass die Firma sich von einem der gefährlichsten Raubtiere im Meer vertreten ließ.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem17","fillerem17_2",NA,49202,225,"KBD:32"," Keines seiner Opfer war je von ihm verschont worden.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem17","fillerem17_3",NA,49417,215,"KBD:32"," Der Anwalt war ein Hai.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem17","fillerem17_4",NA,49640,223,"KBD:32"," Wen er zwischen die Zähne bekam, der konnte damit rechnen, im Gerichtssaal zerfetzt zu werden.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem17","fillerem17_prompt",NA,50135,495,"KBD:48","Haben Sie den Text aufmerksam gelesen?|Nein|Ja","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem17","fillerem17_feedback",NA,50349,214,"KBD:32","Gut.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillersm25","fillersm25_fixation",NA,50574,225,"KBD:32","X","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillersm25","fillersm25_0",NA,50799,225,"KBD:32","Die Gefühle seiner Mitmenschen berührten Simon nicht.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillersm25","fillersm25_1",NA,51024,225,"KBD:32"," Wenn jemand um ihn herum zu emotional war,","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillersm25","fillersm25_2",NA,51238,214,"KBD:32"," wurde er zum Stein.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillersm25","fillersm25_3",NA,51463,225,"KBD:32"," Er war kein guter Zuhörer,","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillersm25","fillersm25_4",NA,51688,225,"KBD:32"," der durch seine bloße Anwesenheit Trost und Wärme gespendet hätte.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillersm25","fillersm25_5",NA,51902,214,"KBD:32"," Vielmehr blieb er regungslos und ließ sein Gegenüber mit dessen Problemen allein. ","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillersm25","fillersm25_prompt",NA,52363,461,"KBD:48","Haben Sie den Text aufmerksam gelesen?|Nein|Ja","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillersm25","fillersm25_feedback",NA,52577,214,"KBD:32","Gut.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc13","fillerlc13_fixation",NA,52790,213,"KBD:32","X","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc13","fillerlc13_0",NA,53016,226,"KBD:32","Peter kaufte sich vor kurzem eine Ukulele.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc13","fillerlc13_1",NA,53229,213,"KBD:32"," Es war schon immer sein Wunsch gewesen, noch ein Instrument zu lernen.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc13","fillerlc13_2",NA,53443,214,"KBD:32"," Sogar den Nachbarn gefiel die Idee.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc13","fillerlc13_3",NA,53645,202,"KBD:32"," Er verbrachte ohne Mühe viel Zeit beim Spielen und der Klang im Wohnzimmer war sehr gut.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc13","fillerlc13_4",NA,53859,214,"KBD:32"," Dieses hatte eine tolle Resonanz.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc13","fillerlc13_5",NA,54062,203,"KBD:32"," Seither veranstaltet er kleine Konzerte, was den Zusammenhalt unter den Nachbarn stärkt.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc13","fillerlc13_6",NA,54276,214,"KBD:32"," Die Ukulele hat Peter zu ganz neuen Ausdrucksmöglichkeiten und FreundInnen verholfen.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc13","fillerlc13_prompt",NA,54861,585,"KBD:48","Haben Sie den Text aufmerksam gelesen?|Nein|Ja","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc13","fillerlc13_feedback",NA,55063,202,"KBD:32","Gut.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem14","fillerem14_fixation",NA,55299,236,"KBD:32","X","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem14","fillerem14_0",NA,55524,225,"KBD:32","Lea hatte sich angewöhnt,","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem14","fillerem14_1",NA,55772,248,"KBD:32"," ihren Bruder Matti nur noch als das Grab der Familie vorzustellen,","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem14","fillerem14_2",NA,55985,213,"KBD:32"," seit dieser immer mehr in den dunklen Machenschaften einer Bande Kleinkrimineller aufging.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem14","fillerem14_3",NA,56211,226,"KBD:32"," Er empfand sein neues Leben hingegen durchaus als Bereicherung","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem14","fillerem14_4",NA,56415,204,"KBD:32"," und hatte keine Ahnung,","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem14","fillerem14_5",NA,56626,211,"KBD:32"," warum sie ihm vorwarf,","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem14","fillerem14_6",NA,56863,237,"KBD:32"," er würde das Gold der Familie versilbern.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem14","fillerem14_7",NA,57088,225,"KBD:32"," Er dachte immer, mit ihr auf einer Wellenlänge gewesen zu sein.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem14","fillerem14_prompt",NA,59799,2711,"KBD:48","Haben Sie den Text aufmerksam gelesen?|Ja|Nein","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem14","fillerem14_feedback",NA,60159,360,"KBD:32","Das sollten Sie aber bitte!","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem19","fillerem19_fixation",NA,60373,214,"KBD:32","X","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem19","fillerem19_0",NA,60643,270,"KBD:32","Hegels Vorstellung vom dialektischen Idealismus war eine Kopfgeburt gewesen.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem19","fillerem19_1",NA,60880,237,"KBD:32"," Generationen von nachfolgenden PhilosophInnen bekamen Kopfschmerzen von einem derart schwindelerregenden Konstrukt.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem19","fillerem19_2",NA,61126,246,"KBD:32"," Zum Glück wurde Hegel endlich durch Marx","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem19","fillerem19_3",NA,61397,271,"KBD:32"," vom Kopf auf die Füße gestellt.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem19","fillerem19_prompt",NA,62072,675,"KBD:48","Haben Sie den Text aufmerksam gelesen?|Ja|Nein","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerem19","fillerem19_feedback",NA,62365,293,"KBD:32","Das sollten Sie aber bitte!","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","LC12","LC12_fixation",NA,62601,236,"KBD:32","X","all","LC","RUB","12LC"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","LC12","LC12_0",NA,62848,247,"KBD:32","Harry war sich sicher, dass er seinen ersten Fallschirmsprung gut meistern würde.","all","LC","RUB","12LC"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","LC12","LC12_1",NA,63073,225,"KBD:32"," Es war sein größter Traum, wenn auch zugleich seine größte Angst, einmal mit dem Fallschirm aus einem Flugzeug zu springen.","all","LC","RUB","12LC"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","LC12","LC12_2",NA,63287,214,"KBD:32"," Es war ein turbulenter Fall.","all","LC","RUB","12LC"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","LC12","LC12_3",NA,63490,203,"KBD:32"," Harry hatte jedoch den Spaß seines Lebens.","all","LC","RUB","12LC"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","LC12","LC12_4",NA,63715,225,"KBD:32"," Mächtig durchgeschüttelt kam er wieder heil am Boden an und sprang sofort nochmal.","all","LC","RUB","12LC"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","LC12","LC12_prompt",NA,64277,562,"KBD:48","Haben Sie den Text aufmerksam gelesen?|Ja|Nein","all","LC","RUB","12LC"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","LC12","LC12_feedback",NA,64536,259,"KBD:32","Das sollten Sie aber bitte!","all","LC","RUB","12LC"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","MM18","MM18_fixation",NA,64761,225,"KBD:32","X","all","MM","RUB","18MM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","MM18","MM18_0",NA,64975,214,"KBD:32","Für Lars war das Aufstehen eine Zwangsarbeit.","all","MM","RUB","18MM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","MM18","MM18_1",NA,65200,225,"KBD:32"," Jeden Morgen weigerte er sich so lange, das Steuer seines Lebens zu übernehmen,","all","MM","RUB","18MM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","MM18","MM18_2",NA,65436,236,"KBD:32"," bis Xenia ihn wachrüttelte.","all","MM","RUB","18MM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","MM18","MM18_3",NA,65649,213,"KBD:32"," Bis ins hohe Alter wuchs er aus seinen Kinderschuhen nie ganz heraus.","all","MM","RUB","18MM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","MM18","MM18_4",NA,65886,237,"KBD:32"," Aber zu seinem Glück setzte Xenia ihm auch nie die Pistole auf die Brust.","all","MM","RUB","18MM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","MM18","MM18_prompt",NA,66493,607,"KBD:48","Haben Sie den Text aufmerksam gelesen?|Ja|Nein","all","MM","RUB","18MM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","MM18","MM18_feedback",NA,66730,237,"KBD:32","Das sollten Sie aber bitte!","all","MM","RUB","18MM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_fixation",NA,66977,247,"KBD:32","X","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_0",NA,67214,237,"KBD:32","Ronja ist in den Bergen aufgewachsen","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_1",NA,67427,213,"KBD:32"," und an ein naturnahes und körperlich anspruchsvolles Leben gewöhnt.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_2",NA,67652,225,"KBD:32"," Abends, nach einem langen Tag,","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_3",NA,67877,225,"KBD:32"," beschäftigt sie sich auch gerne künstlerisch,","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_4",NA,68091,214,"KBD:32"," stellt Figuren her.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_5",NA,68327,236,"KBD:32"," Zuletzt hat sie einen Luchs gemacht.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_6",NA,68541,214,"KBD:32"," Der ist aus demselben Holz geschnitzt","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_7",NA,68743,202,"KBD:32"," wie das Nachtkästchen, dass sie sich gebaut hat.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_8",NA,68957,214,"KBD:32"," Ronja hat über die Jahre vielerlei Fertigkeiten erlernt.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_9",NA,69171,214,"KBD:32"," Sie sehnt sich jedoch auch nach Neuem.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_10",NA,69396,225,"KBD:32"," Ihr großes Ziel ist eine Reise durch die Mongolei.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_prompt",NA,69925,529,"KBD:48","Haben Sie den Text aufmerksam gelesen?|Nein|Ja","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc07","fillerlc07_feedback",NA,70161,236,"KBD:32","Gut.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","EM26","EM26_fixation",NA,70409,248,"KBD:32","X","all","EM","RUB","26EM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","EM26","EM26_0",NA,70645,236,"KBD:32","Jede neue Information wurde von Erna wie ein Buch in ihr mentales Bücherregal gestellt.","all","EM","RUB","26EM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","EM26","EM26_1",NA,70870,225,"KBD:32"," Die Abteilung für Naturwissenschaften war besonders gut sortiert.","all","EM","RUB","26EM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","EM26","EM26_2",NA,71095,225,"KBD:32"," Erna war eine wandelnde Bibliothek.","all","EM","RUB","26EM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","EM26","EM26_3",NA,71320,225,"KBD:32"," Wenn es darauf ankam,","all","EM","RUB","26EM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","EM26","EM26_4",NA,71545,225,"KBD:32"," konnte sie immer auf dieses Archiv zurückgreifen.","all","EM","RUB","26EM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","EM26","EM26_5",NA,71781,236,"KBD:32"," Immerhin hatte sie dort sämtliche Einträge von ‚A‘ wie ‚Amalgam‘ bis ‚Z‘ wie ‚Zentrifugalkraft‘ gelagert.","all","EM","RUB","26EM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","EM26","EM26_prompt",NA,72299,518,"KBD:48","Haben Sie den Text aufmerksam gelesen?|Ja|Nein","all","EM","RUB","26EM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","EM26","EM26_feedback",NA,72524,225,"KBD:32","Das sollten Sie aber bitte!","all","EM","RUB","26EM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","SM11","SM11_fixation",NA,72760,236,"KBD:32","X","all","SM","RUB","11SM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","SM11","SM11_0",NA,73255,495,"KBD:32","Petra besuchte letzte Woche ihr Lieblingsmuseum, in dem sie schon lange nicht mehr gewesen war.","all","SM","RUB","11SM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","SM11","SM11_1",NA,73525,270,"KBD:32"," Sie verbrachte Stunden damit, sich die Bilder, Kunstwerke, Ausstellungstücke und Info-Texte durchzulesen und alles in Erfahrung zu bringen, was sie konnte.","all","SM","RUB","11SM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","SM11","SM11_2",NA,73750,225,"KBD:32"," Es war ein heftiger Rausch.","all","SM","RUB","11SM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","SM11","SM11_3",NA,73986,236,"KBD:32"," Petra vergaß schnell die Zeit und wurde fast im Museum eingeschlossen, doch der Hausmeister bemerkte sie zum Glück noch rechtzeitig.","all","SM","RUB","11SM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","SM11","SM11_prompt",NA,74717,731,"KBD:48","Haben Sie den Text aufmerksam gelesen?|Nein|Ja","all","SM","RUB","11SM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","SM11","SM11_feedback",NA,74965,248,"KBD:32","Gut.","all","SM","RUB","11SM"
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc21","fillerlc21_fixation",NA,75325,360,"KBD:32","X","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc21","fillerlc21_0",NA,75798,473,"KBD:32","Inge liebte es, ","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc21","fillerlc21_1",NA,76056,258,"KBD:32","an den Wochenenden die Flohmärkte nach second hand Kleidung zu durchstöbern","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc21","fillerlc21_2",NA,76270,214,"KBD:32"," und auf Schnäppchenjagd zu gehen.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc21","fillerlc21_3",NA,76518,248,"KBD:32"," Von der Verkäuferin","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc21","fillerlc21_4",NA,76776,258,"KBD:32"," wurde ihr der Spiegel vorgehalten,","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc21","fillerlc21_5",NA,77001,225,"KBD:32"," während sie geschickt mit ihr um den Preis feilschte. ","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc21","fillerlc21_prompt",NA,78239,1238,"KBD:48","Haben Sie den Text aufmerksam gelesen?|Nein|Ja","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","fillerlc21","fillerlc21_feedback",NA,78576,337,"KBD:32","Gut.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:11:42 GMT+0200 (CEST)","instruction4",NA,NA,79465,889,"KBD:32","ENDE des test. danke....",NA,NA,NA,NA
"participant","itemId","regionId","roiRelPosition","elapsedTime","timeInterval","keyCode","string","setName","groupName","tag1","tag2"
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","title",NA,NA,2880,2880,"KBD:32","GROUP 1: self paced essai",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","instruction1",NA,NA,3633,753,"KBD:32","press [space] to continue. [leertaste] drücken, um weiter...",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","instruction2",NA,NA,4927,1294,"KBD:32","drücken Sie in den nächsten Abschnitten [1/Q/A/Y] für die...",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice01","practice01_fixation",NA,5368,441,"KBD:32","X",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice01","practice01_0",NA,5749,381,"KBD:32","Sie bekommen im Folgenden ein paar Texte zu sehen.",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice01","practice01_1",NA,6018,269,"KBD:32"," Jedesmal, wenn Sie die Leertaste drücken, wird ein neuer Abschnitt aufgedeckt.",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice01","practice01_2",NA,6255,237,"KBD:32"," Im Anschlusz daran bekommen Sie eine Frage zum Text gestellt, die Sie bitte beantworten.",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice01","practice01_3",NA,6491,236,"KBD:32"," Um dies tun zu können, ist es notwendig die einzeln erscheinenden Abschnitte aufmerksam zu lesen.",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice01","practice01_prompt",NA,7065,574,"KBD:48","Welche Taste sollen Sie drücken, um vorwärtszukommen?|[RETURN]|[LEERTASTE]",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice01","practice01_feedback",NA,7324,259,"KBD:32","correct",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice02","practice02_fixation",NA,7560,236,"KBD:32","X",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice02","practice02_0",NA,7774,214,"KBD:32","Es wird keine Bewertung Ihrer Antworten vorgenommen, d.h. lassen Sie sich Zeit, die Texte und Fragen genau zu lesen.",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice02","practice02_prompt",NA,8899,1125,"KBD:48","Haben Sie alles verstanden?|ja.|nicht so.",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice02","practice02_feedback",NA,9157,258,"KBD:32","Na gut. Versuchen Sie den Test trotzdem.",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice03","practice03_fixation",NA,9394,237,"KBD:32","X",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice03","practice03_0",NA,9595,201,"KBD:32","Es geht bei den folgenden Texten nicht um schnelles Lesen.",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice03","practice03_1",NA,9799,204,"KBD:32"," Ihre Lesegeschwindigkeit wird zwar erfasst, hat aber keinen Einflusz auf den weiteren Verlauf des Tests.",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice03","practice03_2",NA,10001,202,"KBD:32"," Sie können den Test auch jederzeit abbrechen.",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice03","practice03_prompt",NA,10507,506,"KBD:48","Sind Sie schon gespannt, oder?|ja, sehr.|naja...",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","practice03","practice03_feedback",NA,10744,237,"KBD:32","fangen wir jetzt trotzdem mal an...",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","instruction3",NA,NA,11419,675,"KBD:32","Lesen Sie:",NA,NA,NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem04","fillerem04_fixation",NA,11644,225,"KBD:32","X","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem04","fillerem04_0",NA,11835,191,"KBD:32","Wenn Ginas Büroangestellte kooperativ waren,","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem04","fillerem04_1",NA,12026,191,"KBD:32"," konnten sie großartige Dinge zusammen erreichen.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem04","fillerem04_2",NA,12240,214,"KBD:32"," Sie waren ein Chor in perfekter Harmonie;","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem04","fillerem04_3",NA,12454,214,"KBD:32"," die zarten Töne des Soprans","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem04","fillerem04_4",NA,12668,214,"KBD:32"," fügten sich perfekt ein in das mächtige Donnern der Bässe.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem04","fillerem04_5",NA,12915,247,"KBD:32"," Nach der Performance musste Gina lediglich","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem04","fillerem04_6",NA,13117,202,"KBD:32"," die Blumensträuße aufheben, die man auf die Bühne geworfen hatte.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem04","fillerem04_7",NA,13534,417,"KBD:32"," Wenn sie jedoch unkooperativ waren,","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem04","fillerem04_8",NA,13804,270,"KBD:32"," war die sich ergebende Kakophonie ein Angriff auf die Sinne.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem04","fillerem04_prompt",NA,14254,450,"KBD:48","Haben Sie den Text aufmerksam gelesen?|Ja|Nein","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem04","fillerem04_feedback",NA,14512,258,"KBD:32","Das sollten Sie aber bitte!","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem14","fillerem14_fixation",NA,14760,248,"KBD:32","X","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem14","fillerem14_0",NA,14972,212,"KBD:32","Lea hatte sich angewöhnt,","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem14","fillerem14_1",NA,15187,215,"KBD:32"," ihren Bruder Matti nur noch als das Grab der Familie vorzustellen,","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem14","fillerem14_2",NA,15401,214,"KBD:32"," seit dieser immer mehr in den dunklen Machenschaften einer Bande Kleinkrimineller aufging.","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem14","fillerem14_3",NA,15615,214,"KBD:32"," Er empfand sein neues Leben hingegen durchaus als Bereicherung","all","filleritems",NA,NA
"Sat Jul 10 2021 21:33:37 GMT+0200 (CEST)","fillerem14","fillerem14_4",NA,15840,225,"KBD:32"," und hatte keine Ahnung,","all","filleritems",NA,NA
