;...1;...2;...3;codes;category;scheme;pre1;pre2;pre3;phrase;feature;subst;ar;regex;repl;regexcor;test
101;101;101;7;# 9nst prep#;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;39;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);%#%;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);test3
102;102;102;18;# 9nst prep#;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;39;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);%#%;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);test3
103;103;103;36;9nst prep;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;39;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);%#%;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);test3
104;104;104;37;9nst prep;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;39;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);%#%;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);test3
105;105;105;43;9nst prep;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;39;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);%#%;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);test3
106;106;106;105;9nst prep?@.;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;39;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);%#%;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);test3
107;107;107;106;9nst prep.;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;39;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);%#%;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);test3
108;108;108;151;9nst prep;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;39;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);%#%;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);test3
109;109;109;NA;#9nst prep#;1;1;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;39;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);%#%;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);test3
110;110;110;NA;#9nst prep.#;1;1;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;39;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);%#%;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);test3
111;111;111;NA;#9nst prep #;1;1;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;39;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);%#%;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);test3
112;112;112;NA;# 9nst prep#;1;1;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;39;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);%#%;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#);test3
113;113;113;NA;#9nst passive#;1;1;%;N;PS;nonstandard;passive;%NPS: nonstandard passive;40;(#9nst passive#)|(#9nst passive\?#);%#%;(#9nst passive#)|(#9nst passive\?#);test3
114;114;114;NA;#9nst passive?#;1;1;%;N;PS;nonstandard;passive;%NPS: nonstandard passive;40;(#9nst passive#)|(#9nst passive\?#);%#%;(#9nst passive#)|(#9nst passive\?#);test3
115;115;115;61;9nst poss.;1;9;%;N;PV;nonstandard;possessive;%NPV: nonstandard possessive;41;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#);%#%;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#);test3
116;116;116;66;9nst poss;1;9;%;N;PV;nonstandard;possessive;%NPV: nonstandard possessive;41;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#);%#%;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#);test3
117;117;117;NA;#9 nst poss#;1;1;%;N;PV;nonstandard;possessive;%NPV: nonstandard possessive;41;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#);%#%;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#);test3
118;118;118;NA;#9nst poss#;1;1;%;N;PV;nonstandard;possessive;%NPV: nonstandard possessive;41;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#);%#%;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#);test3
122;122;122;10;9rel;1;9;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;44;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);%#%;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);test3
123;123;123;34;9rel;1;9;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;44;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);%#%;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);test3
124;124;124;114;9nst rel;1;9;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;44;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);%#%;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);test3
125;125;125;NA;#9rel;1;1;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;44;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);%#%;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);test3
126;126;126;NA;#9rel#;1;1;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;44;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);%#%;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);test3
127;127;127;NA;#9nst rel#;1;1;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;44;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);%#%;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);test3
128;128;128;NA;#9nst rel?#;1;1;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;44;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);%#%;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);test3
129;129;129;NA;#9rel?#;1;1;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;44;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);%#%;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#);test3
130;130;130;125;9semantics;1;9;%;N;SM;nonstandard;semantics;%NSM: nonstandard semantics;45;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#);%#%;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#);test3
131;131;131;NA;#9semantics;1;1;%;N;SM;nonstandard;semantics;%NSM: nonstandard semantics;45;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#);%#%;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#);test3
132;132;132;NA;#9semantics#;1;1;%;N;SM;nonstandard;semantics;%NSM: nonstandard semantics;45;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#);%#%;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#);test3
133;133;133;NA;#9semantics of viel#;1;1;%;N;SM;nonstandard;semantics;%NSM: nonstandard semantics;45;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#);%#%;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#);test3
134;134;134;NA;#9semantics.#;1;1;%;N;SM;nonstandard;semantics;%NSM: nonstandard semantics;45;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#);%#%;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#);test3
147;147;147;NA;#9nst verb#;1;1;%;N;VP;nonstandard;VP;%NVP: nonstandard VP;48;(#9nst verb#);%#%;(#9nst verb#);test3
148;148;148;112;9nst w;1;9;%;N;WD;nonstandard;word;%NWD: nonstandard word;49;(9nst w);%#%;(9nst w);test3
149;149;149;81;9w o.;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);%#%;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);test3
150;150;150;115;9w.o.;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);%#%;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);test3
151;151;151;134;9nst w o;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);%#%;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);test3
152;152;152;143;9nst w o;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);%#%;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);test3
153;153;153;153;9nst w o;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);%#%;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);test3
154;154;154;NA;#9nst w.o.#;1;1;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);%#%;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);test3
155;155;155;NA;#9nst w o#;1;1;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);%#%;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);test3
156;156;156;NA;#9nst w o.#;1;1;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);%#%;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);test3
157;157;157;NA;#9nst w o. #;1;1;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);%#%;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #);test3
;;;;STATIC(a|b|c|d|e|f);5;;;;;;;;;STATIC(a|b|c|d|e|f);STATIC-\\1;;
;;;head;(but the some of the interviewer’s utterances);6;;;;;;;;;(but the some of the interviewer’s utterances);but the interviewer’s utterances;;
;;;head;(mostly);6;;;;;;;;;(\\(mostly\\));roughly;;
;;;trans;(family_language-with_parents-with);5;;;;;;;;;(\\(family_language-with_parents-with\\));(family_language-with_parents-with_siblings);;
;;;head;., see the Elicitation documentation files.;6;;;;;;;;;\\., see the Elicitation documentation files\\.;"; see reference @Elicitation files.";;
;;;trans;%WORD;5;;;;;;;;; %([A-Za-z]);#%#\\1;;
;;;head;TUR/ELL;6;;;;;;;;;(@ID:.+)(_TUR|_ELL)_;\\1_;;
;;global;head;@.ctivities;6;;;;;;;;;^@.ctivities.+;@Activities: background info, directed conversation, personal narratives;;
;;;trans;tab after tier label, speaker;5;;;;;;;;;([\\*]...:) ;\\1\t;;
;;;;tab after tier label, annotation;5;;;;;;;;;([%]...:) ;\\1\t;;
;;;;;6;;;;;;;;;(@(%...:)) ;@TD: \\2\t;;
;;;;discrete coding in header;7;;;;;;;;;(\*)([A-Z]{3})(:?);<\2\3>;;
