type,pos,lemma,freq,range
morocco,,,1,1
morphende,,,1,1
morphoformen,,,1,1
most,,,1,1
motion,,,1,1
motivierten,,,1,1
moure,,,1,1
movable,,,1,1
moving,,,1,1
mr,,,1,1
mrs,,,3,1
ms,,,1,1
mu,,,4,1
much,,,1,1
multipli,,,1,1
mund,,,13,2
mundart,,,1,1
munddach,,,1,1
mundhimmel,,,1,1
mundraum,,,1,1
mundstülpen,,,1,1
murks,,,2,1
muscheln,,,2,2
museum,,,1,1
muss,,,10,2
musst,,,2,2
must,,,1,1
muster,,,3,2
musterfoto,,,1,1
mustern,,,1,1
mutig,,,1,1
mutter,,,2,1
mutterern,,,1,1
muttersprach,,,1,1
muttersprache,,,1,1
muß,,,1,1
my,,,7,2
mythos,,,1,1
mädchen,,,5,1
mädchenhandel,,,1,1
mägen,,,1,1
mähne,,,1,1
männer,,,1,1
männern,,,1,1
mäntel,,,1,1
mäppchen,,,2,1
märchen,,,5,2
märz,,,1,1
märzlese,,,1,1
märzsonne,,,1,1
mästen,,,1,1
mäusezähnen,,,1,1
möbel,,,1,1
möglich,,,3,2
möglichkeiten,,,1,1
möweninsel,,,1,1
mücke,,,1,1
müd,,,1,1
müde,,,1,1
müder,,,1,1
müdes,,,1,1
mühsames,,,1,1
münchen,,,1,1
münder,,,2,2
mündige,,,1,1
müssen,,,1,1
müttern,,,1,1
mützen,,,1,1
n,,,30,2
na,,,1,1
nach,,,35,2
nachbarliche,,,1,1
nachdem,,,1,1
nachmittag,,,1,1
nachricht,,,1,1
nachrichten,,,1,1
nachsehen,,,1,1
nacht,,,6,2
nachtkritik,,,2,1
nachtneben,,,1,1
nachts,,,5,2
nachtsagen,,,1,1
nacken,,,1,1
nackte,,,1,1
nadel,,,2,1
nadeln,,,2,1
nadelöhr,,,1,1
nah,,,4,2
nahe,,,1,1
nahes,,,1,1
nahezu,,,1,1
nahm,,,3,2
nahmen,,,1,1
nahrung,,,2,1
nahrungsmittel,,,1,1
naht,,,1,1
naldokumente,,,1,1
name,,,5,2
namely,,,1,1
namen,,,8,2
namenlosere,,,1,1
namens,,,1,1
nannte,,,1,1
nannten,,,1,1
nanz,,,1,1
nase,,,6,2
nasse,,,1,1
nassen,,,1,1
nasses,,,1,1
nate,,,1,1
nation,,,2,1
national,,,1,1
native,,,2,1
naturalized,,,1,1
nature,,,1,1
naturmagische,,,1,1
naus,,,1,1
nay,,,1,1
naß,,,1,1
nbwesenheiten,,,1,1
nd,,,3,2
ne,,,2,2
nebel,,,2,2
nebelschwaden,,,1,1
nebelstränge,,,1,1
neben,,,2,1
nebenblätter,,,1,1
nebendraußen,,,1,1
nebenzimmer,,,1,1
neck,,,2,1
neckisch,,,1,1
need,,,2,2
needlework,,,2,1
needs,,,1,1
nehm,,,2,2
nehmen,,,4,2
neigen,,,1,1
nein,,,4,2
nelly,,,2,1
nen,,,2,1
nenne,,,1,1
nennen,,,3,2
nennsport,,,1,1
nennt,,,2,1
nervenenden,,,1,1
nervenfieber,,,1,1
nest,,,1,1
netz,,,3,2
netze,,,1,1
netzen,,,1,1
netzten,,,1,1
neue,,,3,2
neues,,,2,2
neuguinea,,,1,1
never,,,2,2
new,,,2,1
ng,,,1,1
nger,,,1,1
nice,,,2,1
nicht,,,124,2
nichten,,,1,1
nichtinsel,,,1,1
nichts,,,16,2
nie,,,12,2
niedergelegt,,,1,1
niederkommen,,,1,1
niederkunft,,,1,1
niederlande,,,1,1
niemals,,,2,2
niemand,,,4,1
niglit,,,1,1
nimm,,,1,1
nimmt,,,4,2
ninth,,,1,1
nippen,,,1,1
nippt,,,1,1
nische,,,1,1
nisten,,,1,1
no,,,10,2
noch,,,34,2
non,,,2,1
nostalgische,,,1,1
not,,,17,2
notation,,,1,1
notice,,,1,1
notieren,,,1,1
notizen,,,1,1
now,,,2,1
nthielten,,,1,1
nu,,,2,2
nuckernder,,,1,1
nuf,,,2,1
nug,,,1,1
null,,,2,1
nummern,,,1,1
nun,,,1,1
nur,,,37,2
nurscry,,,1,1
nuts,,,1,1
nutzen,,,1,1
nächste,,,1,1
nächsten,,,3,2
nägel,,,1,1
nägeln,,,1,1
nähe,,,2,1
näher,,,1,1
nähesprache,,,1,1
nähst,,,1,1
nämlich,,,3,2
närrchen,,,1,1
nördlingen,,,1,1
o,,,4,2
ob,,,15,2
obdach,,,1,1
oben,,,3,1
oberen,,,1,1
obert,,,1,1
object,,,1,1
obwohl,,,1,1
occan,,,1,1
occhi,,,1,1
occhifötzchen,,,1,1
occhispi,,,1,1
och,,,1,1
od,,,1,1
odel,,,1,1
oder,,,105,2
of,,,30,2
ofa,,,1,1
ofanother,,,1,1
off,,,1,1
offen,,,4,2
offenes,,,1,1
offensive,,,1,1
offnes,,,1,1
ofhomeland,,,1,1
ofhope,,,1,1
ofincompability,,,1,1
oflärm,,,1,1
oft,,,5,2
oftears,,,1,1
ofthings,,,1,1
oftranslation,,,1,1
ofwhat,,,2,1
og,,,1,1
oh,,,6,2
ohne,,,16,2
ohr,,,4,2
ohren,,,2,2
ohrgespitzt,,,1,1
old,,,4,2
olles,,,1,1
omu,,,3,1
on,,,2,1
one,,,7,2
only,,,2,1
oops,,,1,1
open,,,1,1
operator,,,1,1
operiren,,,1,1
or,,,23,2
orange,,,8,2
orangen,,,21,1
orangenpoetiqqqqq,,,1,1
order,,,1,1
ordnungen,,,1,1
organ,,,1,1
organe,,,2,2
organs,,,2,1
original,,,2,1
originality,,,1,1
ornament,,,2,1
orphans,,,2,1
ort,,,1,1
ortcrbuch,,,1,1
osterglocken,,,1,1
osteuropäischen,,,1,1
ostwind,,,1,1
ota,,,1,1
othcr,,,1,1
other,,,4,2
otherweiß,,,1,1
otto,,,1,1
ou,,,1,1
our,,,1,1
ouschn,,,1,1
out,,,3,1
ov,,,5,1
owen,,,1,1
owing,,,1,1
own,,,1,1
p,,,15,2
pa,,,1,1
paar,,,2,2
paarige,,,1,1
packte,,,1,1
pailletten,,,3,2
painring,,,1,1
pakete,,,1,1
palmenlücken,,,1,1
paperflowern,,,1,1
papiere,,,1,1
papiervorgänge,,,2,1
papillen,,,1,1
pappenheim,,,3,1
pappenheims,,,1,1
parascandola,,,1,1
parat,,,1,1
parks,,,1,1
parole,,,1,1
part,,,1,1
particular,,,1,1
parts,,,2,2
party,,,2,1
parucke,,,1,1
pass,,,2,1
passage,,,1,1
passagiere,,,3,1
passengers,,,1,1
passing,,,1,1
passten,,,1,1
pater,,,1,1
pathologischen,,,1,1
patientin,,,1,1
pattern,,,1,1
pau,,,1,1
paupers,,,1,1
pause,,,1,1
paws,,,1,1
pc,,,2,1
pcoplc,,,1,1
pdf,,,1,1
pecu,,,1,1
peer,,,1,1
people,,,2,2
perec,,,2,1
performance,,,2,1
periphere,,,1,1
permutiert,,,1,1
perron,,,1,1
perso,,,1,1
person,,,6,2
personal,,,1,1
personen,,,2,2
persons,,,1,1
pfeifen,,,1,1
pferch,,,1,1
pferdchen,,,1,1
pflanze,,,2,1
pflicht,,,1,1
pflog,,,1,1
pflügen,,,1,1
pg,,,12,1
phantasieren,,,1,1
phantom,,,2,2
phase,,,1,1
philosophen,,,1,1
phonetisch,,,1,1
physical,,,1,1
physique,,,1,1
pick,,,1,1
picknickbrigaden,,,1,1
picot,,,1,1
pict,,,1,1
piktogramme,,,1,1
pillsburs,,,1,1
pilotprojekt,,,1,1
pilzfarbe,,,1,1
pin,,,1,1
pine,,,2,1
pinkle,,,1,1
pinseln,,,1,1
pionierlager,,,1,1
pittsburg,,,1,1
pl,,,1,1
plagen,,,1,1
planen,,,2,2
platten,,,1,1
platzt,,,1,1
plaua,,,1,1
pliitzlich,,,1,1
plosiven,,,1,1
plötzlich,,,3,2
plötzlichen,,,1,1
pnvacy,,,1,1
pochen,,,1,1
poesie,,,1,1
point,,,1,1
poison,,,1,1
poisson,,,1,1
politisch,,,1,1
polizei,,,1,1
polymorph,,,1,1
pony,,,2,1
poor,,,1,1
poorness,,,1,1
pop,,,1,1
port,,,1,1
pose,,,1,1
pralle,,,1,1
precatious,,,1,1
pregnancy,,,1,1
pregnant,,,1,1
preminger,,,1,1
principal,,,2,1
principle,,,2,1
printed,,,1,1
prison,,,1,1
pritschen,,,1,1
private,,,1,1
pro,,,1,1
probe,,,1,1
probier,,,1,1
probiert,,,1,1
probten,,,1,1
produkte,,,1,1
profitabel,,,1,1
programm,,,1,1
project,,,1,1
projekt,,,2,2
property,,,1,1
prosopagnosie,,,1,1
prostitution,,,1,1
prozedur,,,1,1
prrr,,,2,1
prägte,,,1,1
präsent,,,1,1
prüfblick,,,1,1
psycho,,,1,1
psychoanalytischen,,,1,1
puckerten,,,1,1
puderfass,,,1,1
puderwolke,,,1,1
pulend,,,1,1
punkt,,,2,1
pupils,,,1,1
puppe,,,1,1
puppen,,,1,1
purpose,,,1,1
puschelschwänze,,,1,1
put,,,1,1
putzen,,,1,1
päckchen,,,1,1
quadranten,,,2,1
quaken,,,1,1
qual,,,1,1
qualm,,,1,1
qualms,,,1,1
quell,,,3,1
quellen,,,2,1
querulanten,,,1,1
question,,,1,1
queue,,,1,1
quietschen,,,1,1
r,,,20,2
race,,,1,1
racker,,,1,1
rad,,,1,1
radiese,,,1,1
rage,,,1,1
ragten,,,1,1
rahmen,,,6,2
ran,,,2,1
rand,,,2,1
range,,,1,1
rangieren,,,1,1
rangiermaterial,,,1,1
rasch,,,2,1
rasen,,,1,1
rastloses,,,1,1
rat,,,1,1
ratten,,,1,1
rattern,,,1,1
rattled,,,1,1
rau,,,1,1
rauben,,,1,1
rauch,,,1,1
rauchen,,,2,1
raum,,,3,2
raunt,,,1,1
raunten,,,1,1
raus,,,3,1
rauschen,,,2,1
raymond,,,1,1
rbara,,,1,1
re,,,10,2
ready,,,1,1
really,,,1,1
rechenzentrum,,,1,1
recht,,,4,2
rechte,,,2,2
rechts,,,3,1
recke,,,1,1
recogniziert,,,1,1
recognizing,,,4,1
red,,,1,1
rede,,,7,2
reden,,,1,1
reeder,,,1,1
regalen,,,1,1
regel,,,2,2
regen,,,2,1
registered,,,1,1
regung,,,1,1
reibefläche,,,1,1
reichen,,,2,1
reichlich,,,1,1
reichten,,,1,1
reigen,,,1,1
reihe,,,3,2
reihenfolge,,,1,1
rein,,,2,1
reise,,,1,1
reisen,,,4,2
reiter,,,1,1
reiterahnung,,,1,1
reiz,,,1,1
relating,,,2,1
relatively,,,1,1
relief,,,1,1
reliefs,,,1,1
remember,,,1,1
remote,,,1,1
ren,,,2,1
rennen,,,1,1
repeat,,,2,1
repeating,,,1,1
resident,,,1,1
residenz,,,1,1
residenzpflicht,,,1,1
rest,,,2,1
rettungsboot,,,1,1
reunde,,,1,1
revers,,,1,1
revolte,,,1,1
rg,,,1,1
rhein,,,1,1
ribbelt,,,1,1
ribbit,,,1,1
richten,,,1,1
richtet,,,1,1
richtete,,,1,1
richtigen,,,1,1
richtung,,,3,1
riddle,,,1,1
rideren,,,1,1
rief,,,1,1
riegel,,,1,1
riffe,,,1,1
riffel,,,1,1
right,,,1,1
rindermarkt,,,1,1
ring,,,1,1
ringbildung,,,1,1
ringding,,,1,1
ringen,,,1,1
rinne,,,1,1
rinnt,,,1,1
rioolite,,,1,1
rippelnder,,,1,1
rippig,,,1,1
ritterlichen,,,1,1
ritzen,,,1,1
riuolite,,,1,1
rj,,,1,1
rlc,,,1,1
rluzu,,,1,1
rn,,,1,1
rnein,,,1,1
rnen,,,1,1
rniss,,,1,1
rnllend,,,1,1
rnuch,,,1,1
robbt,,,1,1
robe,,,1,1
robert,,,1,1
rock,,,1,1
rodenbrock,,,1,1
rolle,,,1,1
rollen,,,1,1
rollt,,,1,1
rollten,,,1,1
roman,,,2,2
room,,,1,1
rosen,,,1,1
rosenseite,,,1,1
rostigem,,,1,1
rot,,,2,1
rote,,,1,1
roten,,,5,2
rotes,,,1,1
rother,,,1,1
routenspiel,,,1,1
rr,,,1,1
rs,,,1,1
rsclf,,,1,1
ruckelbrücke,,,1,1
ruckt,,,1,1
ruf,,,3,2
rufe,,,1,1
rufen,,,3,1
rufstellen,,,1,1
ruft,,,2,2
ruhe,,,1,1
ruhiger,,,1,1
rum,,,5,2
rumi,,,1,1
rumpelt,,,1,1
runde,,,3,2
rundgeschliffenen,,,1,1
rundum,,,5,1
runter,,,1,1
rupfe,,,1,1
rurns,,,1,1
rus,,,1,1
russ,,,1,1
ruten,,,1,1
rutschen,,,1,1
rz,,,1,1
rädchen,,,2,1
ränder,,,2,1
rändern,,,3,1
rändlicher,,,1,1
rätsel,,,1,1
räubers,,,1,1
räudige,,,1,1
räumen,,,1,1
räusper,,,1,1
röhren,,,1,1
röntgenbild,,,1,1
rücken,,,2,2
rückkehr,,,1,1
rührt,,,1,1
s,,,24,2
saal,,,1,1
sache,,,3,1
sachen,,,3,1
sachs,,,2,1
sack,,,1,1
saftig,,,1,1
saftige,,,1,1
sag,,,6,2
sage,,,8,2
sagen,,,24,2
sagt,,,14,2
sagte,,,2,1
sagten,,,1,1
sagtest,,,4,2
sah,,,2,1
sahen,,,2,1
said,,,2,1
sailor,,,1,1
sake,,,1,1
salzig,,,1,1
salzluft,,,1,1
sam,,,1,1
samen,,,1,1
sammeln,,,1,1
sammelnder,,,1,1
sammelte,,,1,1
sammlung,,,1,1
samt,,,1,1
samtiges,,,1,1
samuel,,,1,1
samuels,,,1,1
sand,,,3,1
sandgefälle,,,1,1
sandkiddies,,,1,1
sandkörnern,,,1,1
sanft,,,3,1
sanitätsoffiziere,,,1,1
sat,,,1,1
satz,,,5,2
sauberes,,,1,1
saugend,,,1,1
sauglaut,,,1,1
saum,,,1,1
saures,,,1,1
say,,,6,2
says,,,1,1
saßen,,,1,1
sc,,,14,1
sca,,,1,1
scak,,,1,1
scans,,,1,1
schabracke,,,3,1
schalen,,,2,1
schallte,,,1,1
schar,,,1,1
scharfe,,,1,1
scharfem,,,1,1
scharfer,,,1,1
schartigen,,,1,1
schatten,,,4,2
schatzkarte,,,1,1
schauen,,,1,1
schaufliger,,,1,1
schaukeln,,,2,2
schaukelstücke,,,1,1
schaun,,,1,1
schaut,,,3,1
scheide,,,1,1
scheiden,,,1,1
scheidungsbriefe,,,1,1
schein,,,1,1
scheints,,,1,1
scheit,,,1,1
schenkt,,,1,1
scheue,,,1,1
schichten,,,1,1
schicksal,,,1,1
schickt,,,3,1
schickte,,,1,1
schiebt,,,2,2
schiefe,,,1,1
schiefes,,,1,1
schiff,,,1,1
schiffchen,,,10,1
schiffe,,,1,1
schiffen,,,1,1
schiffsgesellschaft,,,1,1
schild,,,2,1
schimmerschaft,,,2,1
schimmert,,,1,1
schimmerte,,,1,1
schindend,,,1,1
schlabbrig,,,1,1
schlackrig,,,1,1
schlaf,,,2,2
schlafanzug,,,1,1
schlafbänder,,,1,1
schlafen,,,1,1
schlag,,,2,1
schlagen,,,2,1
schlange,,,2,1
schlangen,,,1,1
schlaufe,,,1,1
schlaufen,,,1,1
schlaufenlaut,,,1,1
schlech,,,1,1
schlecht,,,1,1
schlechte,,,1,1
schlechten,,,1,1
schleier,,,3,2
schleife,,,1,1
schleppe,,,1,1
schleusen,,,2,2
schlieren,,,1,1
schließ,,,1,1
schließen,,,2,2
schließlich,,,3,2
schlimmsten,,,1,1
schlinge,,,1,1
schlingen,,,4,1
schlingenbildung,,,1,1
schlingt,,,1,1
schlips,,,1,1
schloss,,,1,1
schlossvorhänge,,,1,1
schluchzer,,,1,1
schluckauf,,,1,1
schlucken,,,1,1
schluckte,,,1,1
schlug,,,1,1
schlugen,,,1,1
schlummerig,,,1,1
schlungene,,,1,1
schluss,,,2,2
schluß,,,1,1
schläfen,,,1,1
schläft,,,3,1
schläge,,,1,1
schlägt,,,3,2
schlüsselblumen,,,1,1
schmale,,,2,1
schmalen,,,1,1
schmaus,,,1,1
schmelzen,,,1,1
schmelzsprech,,,1,1
schmerzen,,,1,1
schmiegt,,,1,1
schmiegte,,,1,1
schminktisch,,,2,1
schmuggelten,,,1,1
schnabel,,,1,1
schnalzen,,,1,1
schnalzten,,,1,1
schnapp,,,1,1
schnatternden,,,2,1
schnaufend,,,1,1
schnee,,,3,1
schneedecken,,,1,1
schneeporträts,,,1,1
schneidefläche,,,1,1
schneider,,,1,1
schneien,,,1,1
schneisen,,,1,1
schneller,,,1,1
schnelles,,,1,1
schnickschnack,,,1,1
schnipselsprache,,,1,1
schnitt,,,1,1
schnittenfregatten,,,1,1
schnuppern,,,1,1
schnurz,,,1,1
schon,,,25,2
schonend,,,1,1
schonste,,,1,1
schoß,,,1,1
schrank,,,1,1
schreckschlaf,,,1,1
schreckte,,,1,1
schrei,,,1,1
schreibe,,,1,1
schreiben,,,2,1
schreibt,,,4,1
schrieb,,,3,2
schriebs,,,1,1
schriee,,,1,1
schriften,,,1,1
schritte,,,1,1
schroffer,,,1,1
schräg,,,1,1
schräge,,,1,1
schrägen,,,1,1
schuh,,,1,1
schuld,,,1,1
schulter,,,2,2
schuppen,,,1,1
schwachstelle,,,1,1
schwaden,,,1,1
schwalben,,,1,1
schwall,,,1,1
schwanken,,,1,1
schwantretboot,,,1,1
schwanz,,,2,1
schwappt,,,2,1
schwarm,,,1,1
schwarz,,,2,2
schwarze,,,3,2
schwarzem,,,2,2
schwarzen,,,1,1
schweben,,,1,1
schwebende,,,1,1
schwebt,,,4,2
schwebten,,,1,1
schweig,,,1,1
schweigen,,,5,2
schweigend,,,1,1
schweigsam,,,1,1
schwellen,,,1,1
schwemmen,,,1,1
schwemmt,,,1,1
schwer,,,4,2
schwere,,,2,1
schwester,,,5,1
schwimmend,,,1,1
schwitters,,,1,1
schwofen,,,1,1
schwäne,,,1,1
schwänze,,,1,1
schädel,,,1,1
schält,,,1,1
schämt,,,1,1
schärpe,,,1,1
schöbe,,,1,1
schöne,,,2,1
schöner,,,1,1
schönewerk,,,1,1
schönheit,,,1,1
schönste,,,2,1
schüsseln,,,2,1
schüsselworte,,,1,1
schüttelt,,,1,1
science,,,1,1
scientific,,,1,1
sclnveigens,,,1,1
screener,,,1,1
script,,,2,1
se,,,2,1
sec,,,1,1
sechs,,,3,2
sechsunddreißig,,,1,1
second,,,1,1
security,,,2,1
see,,,7,2
seeing,,,1,1
seel,,,2,2
seemann,,,2,1
seemanns,,,1,1
seems,,,1,1
segel,,,1,1
segeltuchs,,,1,1
seh,,,1,1
sehen,,,8,2
sehet,,,1,1
sehl,,,1,1
sehn,,,1,1
sehnte,,,1,1
sehr,,,1,1
sei,,,11,2
seid,,,1,1
seide,,,3,1
seidene,,,1,1
seile,,,1,1
sein,,,21,2
seine,,,8,2
seinem,,,5,2
seinen,,,7,2
seiner,,,2,2
seit,,,3,2
seitdem,,,1,1
seite,,,1,1
seiten,,,1,1
seither,,,1,1
seitwärts,,,1,1
sekunden,,,1,1
selber,,,5,2
selbst,,,11,2
selbstlaute,,,1,1
selbstschäumend,,,1,1
selten,,,1,1
seltener,,,1,1
senats,,,1,1
sendung,,,1,1
seniljty,,,1,1
sense,,,2,1
sensible,,,1,1
sent,,,1,1
servants,,,1,1
setzt,,,1,1
setzte,,,1,1
shaking,,,1,1
shc,,,2,1
ship,,,2,1
short,,,1,1
should,,,1,1
show,,,2,2
shulll,,,1,1
shuttle,,,3,1
shuttles,,,1,1
sich,,,76,2
sicherheitssysteme,,,2,1
sichtbar,,,4,2
sichtbares,,,1,1
sickerlicht,,,1,1
side,,,4,1
sie,,,114,2
sieben,,,3,2
siedlung,,,1,1
sieh,,,1,1
siehe,,,2,1
siehst,,,1,1
sieht,,,4,2
sies,,,4,1
signale,,,1,1
signs,,,1,1
silben,,,1,1
silent,,,1,1
simsen,,,1,1
sind,,,28,2
sing,,,1,1
singsang,,,1,1
singt,,,1,1
sinne,,,3,1
sinnig,,,1,1
sinnkette,,,1,1
sippe,,,2,1
sir,,,1,1
sirk,,,2,1
sisrcr,,,1,1
sist,,,1,1
sistcr,,,3,1
sister,,,3,1
sitte,,,1,1
sitze,,,1,1
sitzen,,,5,2
sitzt,,,2,2
skalen,,,1,1
skandinavischen,,,1,1
skelett,,,1,1
skin,,,1,1
slccpers,,,1,1
sleep,,,1,1
slipdress,,,1,1
slow,,,1,1
small,,,2,1
smallest,,,1,1
smith,,,1,1
smok,,,1,1
snort,,,1,1
so,,,64,2
socken,,,2,2
sogar,,,3,2
sohn,,,1,1
solange,,,1,1
solchem,,,1,1
solcher,,,1,1
solches,,,2,1
solidarisieren,,,1,1
solide,,,2,1
soll,,,9,2
sollte,,,1,1
sollten,,,3,2
solos,,,1,1
some,,,2,2
something,,,1,1
sonne,,,3,2
sonnenbrille,,,1,1
sonntags,,,1,1
sonst,,,10,2
sontag,,,1,1
sophisticated,,,1,1
sore,,,1,1
sorgen,,,1,1
sorgeninsel,,,1,1
sorry,,,1,1
sort,,,1,1
sorte,,,1,1
sortiert,,,1,1
sortierten,,,1,1
sortig,,,1,1
soup,,,2,1
sowie,,,2,2
sozialarbeiterin,,,1,1
sozialpolitisch,,,1,1
spalt,,,1,1
spanien,,,1,1
spannte,,,1,1
spannung,,,2,1
spazieren,,,1,1
speak,,,1,1
speaking,,,1,1
spechte,,,1,1
speichel,,,3,1
speien,,,2,1
speis,,,1,1
speisekarten,,,1,1
sperrt,,,1,1
spiegel,,,5,2
spiegelbild,,,2,1
spiegeln,,,1,1
spiel,,,5,1
spielen,,,1,1
spielgrube,,,1,1
spielregel,,,1,1
spitze,,,7,1
spitzem,,,1,1
spitzen,,,12,1
spitzenalarm,,,1,1
spitzenräume,,,1,1
sport,,,1,1
sportlich,,,2,1
spot,,,1,1
spots,,,1,1
sprach,,,1,1
sprachblasen,,,1,1
sprache,,,17,2
sprachen,,,15,2
sprachlaut,,,1,1
sprachliche,,,1,1
sprachlichen,,,1,1
sprachmaschine,,,1,1
sprachschicht,,,1,1
sprachverlusts,,,1,1
sprachwechsel,,,1,1
sprachwellen,,,1,1
sprang,,,1,1
sprangen,,,1,1
sprechen,,,6,2
sprechstörungen,,,1,1
spreite,,,1,1
sprich,,,1,1
spricht,,,4,1
springfield,,,3,1
springt,,,1,1
spucke,,,1,1
spuk,,,1,1
spulen,,,1,1
spur,,,3,1
spuren,,,2,2
spät,,,1,1
später,,,10,2
spüren,,,1,1
spürte,,,1,1
squeeze,,,1,1
ss,,,1,1
sscs,,,1,1
stacheln,,,1,1
stadt,,,4,1
stahl,,,1,1
stahlen,,,1,1
stall,,,1,1
stammeln,,,1,1
stammen,,,1,1
stammt,,,1,1
stand,,,5,2
standuhr,,,2,1
stangen,,,1,1
stanislau,,,2,1
stapel,,,1,1
star,,,1,1
starb,,,2,1
starrem,,,1,1
starrt,,,1,1
statik,,,1,1
station,,,1,1
statt,,,4,2
stattdessen,,,5,2
staub,,,2,1
stechen,,,1,1
steck,,,1,1
stecken,,,2,1
steckt,,,2,1
steerage,,,1,1
stehen,,,4,2
stehlen,,,3,1
steht,,,12,2
steigt,,,2,1
steile,,,1,1
steilen,,,1,1
stein,,,6,1
steinbach,,,1,1
steine,,,1,1
steinen,,,1,1
steinmeier,,,1,1
steins,,,1,1
stelle,,,3,1
stellen,,,1,1
stephane,,,1,1
stern,,,3,2
sternberg,,,1,1
sterne,,,1,1
sternen,,,1,1
sternmullrede,,,1,1
sternnase,,,1,1
stethoskop,,,1,1
stets,,,1,1
steuerten,,,1,1
stickenden,,,1,1
stieg,,,1,1
stiehlt,,,1,1
stierpark,,,1,1
still,,,4,1
stille,,,7,2
stillstand,,,1,1
stimme,,,2,1
stimmhafte,,,1,1
stimmwege,,,2,1
stinkende,,,1,1
stirn,,,2,2
stirnen,,,1,1
stn,,,1,1
stoben,,,1,1
stock,,,1,1
stocken,,,1,1
stoff,,,1,1
stolze,,,1,1
storage,,,1,1
story,,,1,1
stotter,,,1,1
stottern,,,1,1
stottersaft,,,1,1
stoß,,,2,2
stoßen,,,1,1
strait,,,1,1
strampler,,,1,1
strand,,,3,2
strandfunde,,,1,1
strandhandtuch,,,1,1
strandkörbe,,,1,1
strandspazierer,,,1,1
strange,,,1,1
straße,,,4,2
straßen,,,1,1
streck,,,1,1
streckt,,,1,1
streichen,,,1,1
streicht,,,1,1
strenge,,,1,1
stress,,,1,1
strick,,,2,2
striemenlos,,,1,1
striptease,,,1,1
struktur,,,1,1
strähne,,,1,1
stränge,,,1,1
sträuße,,,1,1
strümpfe,,,1,1
studien,,,2,1
studieren,,,2,2
stuff,,,2,1
stummen,,,1,1
stummheit,,,1,1
stunde,,,1,1
stunden,,,1,1
stundenlang,,,3,1
stur,,,1,1
stämme,,,2,1
stände,,,1,1
ständer,,,1,1
ständig,,,1,1
stäubchen,,,1,1
stöberndes,,,1,1
störung,,,2,1
stühlchenspiel,,,1,1
subject,,,3,1
subsisters,,,2,1
substanziell,,,1,1
subtitling,,,1,1
suca,,,1,1
such,,,7,2
suchen,,,1,1
sucht,,,2,1
suchten,,,1,1
suchtest,,,2,1
suggested,,,3,2
suggestion,,,1,1
summen,,,1,1
summende,,,1,1
summenden,,,1,1
sure,,,1,1
susan,,,1,1
suspected,,,1,1
svnapse,,,1,1
sweeping,,,1,1
symptom,,,2,1
symptomen,,,2,1
system,,,2,1
systems,,,1,1
systern,,,1,1
szekenevno,,,1,1
sächlich,,,1,1
sägt,,,1,1
sähe,,,1,1
säßen,,,1,1
söhne,,,1,1
sünde,,,1,1
süstikpitsi,,,3,1
süßen,,,1,1
t,,,20,2
tablett,,,1,1
tabletten,,,1,1
taftvorhänge,,,1,1
tag,,,4,2
tage,,,6,2
tagein,,,1,1
tagelang,,,1,1
tagelangem,,,1,1
tagelanger,,,1,1
tages,,,1,1
tagträumen,,,1,1
tagung,,,1,1
take,,,1,1
taktik,,,1,1
tal,,,5,2
talabende,,,1,1
taler,,,1,1
talg,,,1,1
talking,,,1,1
tallulah,,,4,1
tallulahs,,,1,1
tals,,,1,1
talseite,,,1,1
talwogen,,,1,1
talysarn,,,1,1
tangstrick,,,1,1
tanke,,,1,1
tante,,,3,1
tanten,,,1,1
tanz,,,1,1
tanzen,,,1,1
tanzsaal,,,1,1
tanzt,,,2,1
tap,,,1,1
tapped,,,1,1
tark,,,1,1
tarn,,,1,1
tarnopol,,,2,1
tarnung,,,1,1
tasche,,,1,1
tassen,,,2,2
tasten,,,1,1
tastend,,,1,1
tat,,,5,2
tatort,,,1,1
tatsächlich,,,1,1
tattern,,,4,1
tatternden,,,2,1
tatting,,,4,1
tattle,,,1,1
tattled,,,2,1
tau,,,2,2
tauschen,,,1,1
taylor,,,1,1
teachers,,,1,1
tee,,,4,1
teepflicht,,,1,1
teeth,,,2,1
teil,,,1,1
teilen,,,1,1
teilnahme,,,1,1
teilnehmer,,,2,1
teils,,,2,1
teilt,,,1,1
teilweise,,,1,1
telegramm,,,1,1
tempi,,,1,1
ten,,,2,1
tender,,,1,1
ter,,,2,1
terriersnack,,,1,1
ters,,,1,1
tests,,,1,1
teure,,,1,1
text,,,2,2
textverbunds,,,1,1
than,,,2,1
that,,,11,2
thc,,,7,1
thcir,,,1,1
thcm,,,1,1
the,,,46,2
theater,,,2,1
their,,,2,2
themen,,,2,1
there,,,5,2
therese,,,1,1
thev,,,1,1
they,,,12,2
thing,,,3,1
things,,,4,1
think,,,2,1
this,,,3,2
thomas,,,1,1
those,,,1,1
thousands,,,1,1
thread,,,1,1
through,,,2,1
tick,,,2,1
ticken,,,1,1
tie,,,1,1
tiefe,,,1,1
tier,,,3,2
tiere,,,6,2
tig,,,1,1
till,,,1,1
time,,,4,1
timemissing,,,1,1
times,,,1,1
timing,,,1,1
tingeling,,,1,1
tingeltangel,,,1,1
tinseln,,,1,1
tippenden,,,1,1
tisch,,,2,1
tischlein,,,2,1
titel,,,1,1
titles,,,1,1
tivh,,,1,1
tleru,,,1,1
tliat,,,1,1
